Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
5235,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bilifuvirus,,Bilifuvirus defluviicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010706,
5236,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Blinduvirus,,Blinduvirus asiadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010708,
5237,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Blinduvirus,,Blinduvirus terrihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010709,
5238,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus humivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010711,
5239,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chinihovirus,,Chinihovirus lutihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010713,
5240,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chounavirus,,Chounavirus chorenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010715,
5241,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cihsnivirus,,Cihsnivirus pelenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010717,
5242,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Diydovirus,,Diydovirus borborovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010719,
5243,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus chthonadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010723,
5244,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus solivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010721,
5245,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus solivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010722,
5246,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus limicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010725,
5247,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Gohshovirus,,Gohshovirus asiadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010727,
5248,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hehspivirus,,Hehspivirus edaphadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010729,
5249,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Helacdivirus,,Helacdivirus borborovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010731,
5250,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hirvovirus,,Hirvovirus caenivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010733,
5251,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huhmpluvirus,,Huhmpluvirus limenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010735,
5252,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huleruivirus,,Huleruivirus geocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010737,
5253,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus geovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010740,
5254,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus telluradaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010741,
5255,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010743,
5256,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus telluricola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010742,
5257,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010739,
5258,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010744,
5259,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Ichonovirus,,Ichonovirus limivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010746,
5260,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Ipivevirus,,Ipivevirus pelenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010748,
5261,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Isoihlovirus,,Isoihlovirus terrihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010750,
5262,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kempsvovirus,,Kempsvovirus caenivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010752,
5263,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kihrivirus,,Kihrivirus limicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010754,
5264,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kimihcavirus,,Kimihcavirus limivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010756,
5265,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kudohovirus,,Kudohovirus pelocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010758,
5266,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kuhfotivirus,,Kuhfotivirus pelohabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010760,
5267,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lahcomavirus,,Lahcomavirus asienecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010762,
5268,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lehptevirus,,Lehptevirus asiohabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010765,
5269,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lehptevirus,,Lehptevirus asiovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010766,
5270,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lehptevirus,,Lehptevirus asiovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010767,
5271,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lehptevirus,,Lehptevirus borboradaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010768,
5272,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lehptevirus,,Lehptevirus chorohabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010764,
5273,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010773,
5274,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010774,
5275,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010770,
5276,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus chorovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010771,
5277,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus chorovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010772,
5278,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Madisduvirus,,Madisduvirus caenivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010776,
5279,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus asiocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010778,
5280,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Moloevirus,,Moloevirus chthonenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010780,
5281,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Monekavirus,,Monekavirus asiovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010782,
5282,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Nehujevirus,,Nehujevirus caenicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010784,
5283,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Neratovirus,,Neratovirus caenihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010786,
5284,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Niginuvirus,,Niginuvirus limadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010788,
5285,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pagohnivirus,,Pagohnivirus humenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010790,
5286,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pihngevirus,,Pihngevirus agrivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010792,
5287,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pihngevirus,,Pihngevirus choradaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010793,
5288,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pihngevirus,,Pihngevirus chorocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010794,
5289,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pohlydovirus,,Pohlydovirus arvivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010796,
5290,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Pohlydovirus,,Pohlydovirus arvivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010797,
5291,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Psoetuvirus,,Psoetuvirus pedenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010799,
5292,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus defluviicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010801,
5293,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus luticola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010802,
5294,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus lutihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010803,
5295,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus lutivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010804,
5296,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus lutivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010805,
5297,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Qeihnovirus,,Qeihnovirus peladaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010806,
5298,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus pelenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010808,
5299,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus pelocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010811,
5300,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus pelohabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010812,
5301,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus pelovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010813,
5302,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus tellurivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010809,
5303,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus tellurivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010810,
5304,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus terradaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010814,
5305,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Rainacovirus,,Rainacovirus terricola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010815,
5306,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Scloravirus,,Scloravirus humicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010817,
5307,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Sdonativirus,,Sdonativirus humihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010819,
5308,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Sdribtuvirus,,Sdribtuvirus humivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010821,
5309,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Shopitevirus,,Shopitevirus limenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010823,
5310,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Stupavirus,,Stupavirus arvadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010826,
5311,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Stupavirus,,Stupavirus chorovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010825,
5312,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Tsecebavirus,,Tsecebavirus borborovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010828,
5313,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Wahbolevirus,,Wahbolevirus lutadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010830,
5314,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Wecineivirus,,Wecineivirus lutihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010832,
5315,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Whodehavirus,,Whodehavirus pelovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010834,
5316,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Wulosvivirus,,Wulosvivirus asiocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010836,
5317,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Yekorevirus,,Yekorevirus terrivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010838,
5318,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Yeshinuvirus,,Yeshinuvirus humadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010840,
5319,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Yeshinuvirus,,Yeshinuvirus humicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010841,
5320,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Apeevirus,,Apeevirus quebecense,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010844,
5321,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Beshanovirus,,Beshanovirus aquicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010846,
5322,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Kahshuvirus,,Kahshuvirus borborenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010848,
5323,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Kohmavirus,,Kohmavirus luticola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010850,
5324,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Samuneavirus,,Samuneavirus asiocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010852,
5325,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Duinviridae,,Tehuhdavirus,,Tehuhdavirus pelovivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010854,
5326,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Adahivirus,,Adahivirus asienecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010219,
5327,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Aldhiuvirus,,Aldhiuvirus defluviicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010221,
5328,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Amubhivirus,,Amubhivirus agrivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010223,
5329,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Andhasavirus,,Andhasavirus agrivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010225,
5330,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Andhasavirus,,Andhasavirus borborocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010226,
5331,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Andhaxevirus,,Andhaxevirus choradaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010229,
5332,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Andhaxevirus,,Andhaxevirus chorenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010228,
5333,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Andhaxevirus,,Andhaxevirus chorocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010230,
5334,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Anedhivirus,,Anedhivirus chorovicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010232,
5335,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Apukhovirus,,Apukhovirus arvihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010234,
5336,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ashucavirus,,Ashucavirus caenicola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010237,
5337,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ashucavirus,,Ashucavirus caenihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010238,
5338,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ashucavirus,,Ashucavirus caenivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010236,
5339,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Bahscuvirus,,Bahscuvirus limivicinum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010240,
5340,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Bathrivirus,,Bathrivirus terrenecus,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010242,
5341,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Behevivirus,,Behevivirus limivivens,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010244,
5342,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Behlfluvirus,,Behlfluvirus lutadaptatum,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010246,
5343,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Bertavirus,,Bertavirus lutihabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010248,
5344,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Bihdovirus,,Bihdovirus pelohabitans,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010250,
5345,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Bisdanovirus,,Bisdanovirus hydrocola,ssRNA(+),"New,",36,2020.095B.R.Leviviricetes.zip,ICTVonline=202010252,
